survey_year,respondent_id,immigrant_generation,survey_weight,liberalism_index_v2_1,restrictionism_index_v2_1,concern_index_v2_1
2002,1,2,0.63667857,-0.41232606744173095,1.1005558013919279,NA
2002,2,1,0.49096478,-0.41232606744173095,-0.9726397424888875,NA
2002,3,1,0.522645,-0.41232606744173095,1.1005558013919279,NA
2002,4,1,0.99451738,-0.41232606744173095,-0.9726397424888875,NA
2002,5,1,0.49096478,-0.41232606744173095,-0.9726397424888875,NA
2002,6,3,1.19045346,-0.41232606744173095,-0.9726397424888875,NA
2002,7,1,0.38896544,-0.41232606744173095,0.06395802945152021,NA
2002,8,1,1.5510155,-0.41232606744173095,1.1005558013919279,NA
2002,9,1,0.17564865,-0.41232606744173095,-0.9726397424888875,NA
2002,10,1,1.03265395,-0.41232606744173095,1.1005558013919279,NA
2002,11,2,0.12079541,-0.41232606744173095,1.1005558013919279,NA
2002,12,1,0.4721297,-0.41232606744173095,1.1005558013919279,NA
2002,13,1,0.38042365,-0.41232606744173095,-0.9726397424888875,NA
2002,14,1,0.43092381,-0.41232606744173095,0.06395802945152021,NA
2002,15,1,0.522645,-0.41232606744173095,1.1005558013919279,NA
2002,16,1,0.74614785,-0.41232606744173095,1.1005558013919279,NA
2002,17,1,0.15304188,-0.41232606744173095,1.1005558013919279,NA
2002,18,1,0.28410007,-0.41232606744173095,-0.9726397424888875,NA
2002,19,2,0.52689285,-0.41232606744173095,-0.9726397424888875,NA
2002,20,NA,NA,2.4246716390134115,-0.9726397424888875,NA
2002,21,NA,3.58169555,-0.41232606744173095,-0.9726397424888875,NA
2002,22,NA,NA,-0.41232606744173095,NA,NA
2002,23,NA,NA,-0.41232606744173095,1.1005558013919279,NA
2002,24,2,1.4240540800000001,-0.41232606744173095,NA,NA
2002,25,1,1.60172154,-0.41232606744173095,-0.9726397424888875,NA
2002,26,3,1.59967409,NA,1.1005558013919279,NA
2002,27,NA,NA,-0.41232606744173095,1.1005558013919279,NA
2002,28,NA,NA,-0.41232606744173095,1.1005558013919279,NA
2002,29,NA,NA,-0.41232606744173095,-0.9726397424888875,NA
2002,30,1,0.8146139,2.4246716390134115,-0.9726397424888875,NA
2002,31,1,1.5510155,-0.41232606744173095,-0.9726397424888875,NA
2002,32,2,0.63216981,-0.41232606744173095,-0.9726397424888875,NA
2002,33,NA,NA,-0.41232606744173095,NA,NA
2002,34,2,1.05276039,-0.41232606744173095,1.1005558013919279,NA
2002,35,2,0.76804688,-0.41232606744173095,-0.9726397424888875,NA
2002,36,4,0.45907937,2.4246716390134115,-0.9726397424888875,NA
2002,37,1,0.57789919,-0.41232606744173095,-0.9726397424888875,NA
2002,38,NA,NA,-0.41232606744173095,1.1005558013919279,NA
2002,39,1,1.78109426,2.4246716390134115,-0.9726397424888875,NA
2002,40,NA,NA,-0.41232606744173095,1.1005558013919279,NA
2002,41,1,2.21992556,-0.41232606744173095,0.06395802945152021,NA
2002,42,2,0.5821257,NA,-0.9726397424888875,NA
2002,43,1,0.09593954,-0.41232606744173095,-0.9726397424888875,NA
2002,44,1,3.58169555,-0.41232606744173095,-0.9726397424888875,NA
2002,45,2,0.09593954,-0.41232606744173095,-0.9726397424888875,NA
2002,46,1,0.32606627,-0.41232606744173095,1.1005558013919279,NA
2002,47,1,0.09593954,-0.41232606744173095,-0.9726397424888875,NA
2002,48,1,0.42838151,-0.41232606744173095,-0.9726397424888875,NA
2002,49,1,0.37601598,-0.41232606744173095,-0.9726397424888875,NA
2002,50,1,0.32541837,-0.41232606744173095,-0.9726397424888875,NA
2002,51,1,2.0423379,-0.41232606744173095,-0.9726397424888875,NA
2002,52,1,0.18120498,-0.41232606744173095,1.1005558013919279,NA
2002,53,2,0.32606627,2.4246716390134115,-0.9726397424888875,NA
2002,54,1,0.45282936,-0.41232606744173095,-0.9726397424888875,NA
2002,55,1,0.48479991,-0.41232606744173095,1.1005558013919279,NA
2002,56,1,1.79925221,-0.41232606744173095,-0.9726397424888875,NA
2002,57,1,0.18238005,-0.41232606744173095,1.1005558013919279,NA
2002,58,1,0.15788309,-0.41232606744173095,-0.9726397424888875,NA
2002,59,1,0.66487207,-0.41232606744173095,-0.9726397424888875,NA
2002,60,2,0.50180065,-0.41232606744173095,1.1005558013919279,NA
2002,61,1,1.23301804,-0.41232606744173095,-0.9726397424888875,NA
2002,62,3,1.35990143,-0.41232606744173095,1.1005558013919279,NA
2002,63,3,1.40618529,-0.41232606744173095,1.1005558013919279,NA
2002,64,NA,NA,-0.41232606744173095,-0.9726397424888875,NA
2002,65,2,1.14728098,-0.41232606744173095,1.1005558013919279,NA
2002,66,2,2.759344,2.4246716390134115,1.1005558013919279,NA
2002,67,2,1.28063862,-0.41232606744173095,1.1005558013919279,NA
2002,68,NA,2.42120897,2.4246716390134115,-0.9726397424888875,NA
2002,69,2,3.86824051,-0.41232606744173095,1.1005558013919279,NA
